12,22,10,29,15,19,5,15,23,25,8,20,28,1,15,26,14,18,24,7,28,25,17,21,25,22,1,16,24,16,20,12,14,16,15,28,25,21,5,3
10,6,23,16,12,1,14,9,7,9,26,10,28,8,13,1,0,0,13,24,27,1,20,6,7,17,3,25,28,26,2,15,19,19,19,4,5,14,15,27
27,19,10,29,25,24,20,20,10,9,5,0,22,8,23,26,0,16,1,19,19,25,9,17,4,9,28,17,19,6,0,4,22,1,23,16,24,19,4,11
8,0,0,18,14,22,12,28,20,28,22,18,16,6,27,0,22,0,4,25,20,17,1,28,10,26,10,17,29,20,7,24,12,17,18,6,15,14,24,9
16,26,1,2,17,25,21,24,9,6,4,20,0,8,28,25,6,3,0,1,14,22,26,6,10,10,0,0,23,0,23,4,18,29,18,2,4,19,11,27
5,9,8,21,15,26,4,26,26,8,15,20,16,17,25,29,16,9,25,6,18,16,12,24,4,26,15,20,15,3,9,12,1,1,27,11,16,19,9,16
3,10,2,17,14,10,26,10,18,9,10,0,6,23,5,12,9,5,2,9,9,1,5,15,8,18,4,19,19,14,13,4,20,6,28,17,27,13,10,9
7,22,13,17,6,18,4,26,4,27,19,3,5,29,8,16,10,11,22,15,28,18,3,19,5,3,1,14,8,2,17,0,6,7,20,29,2,1,10,11
7,12,29,0,18,3,28,4,7,2,27,24,5,20,4,15,9,27,29,17,12,2,24,16,5,10,6,10,26,22,4,4,11,8,22,21,29,25,5,2
9,16,6,2,2,18,29,6,27,15,19,12,21,29,17,9,25,20,13,2,18,25,17,18,0,15,11,15,17,5,9,4,20,8,25,0,25,14,23,1
7,8,17,10,25,16,0,27,9,7,13,12,17,8,27,15,10,1,15,19,7,27,18,29,5,11,5,27,23,5,24,7,6,26,16,22,18,5,25,4
25,29,4,4,27,23,17,8,10,4,17,0,8,26,14,0,27,11,5,15,22,12,3,25,1,2,3,8,12,22,3,14,23,8,13,8,15,28,6,24
10,23,13,1,14,1,16,18,11,8,24,16,16,8,8,14,16,21,15,13,0,0,28,5,19,20,22,9,26,19,24,29,0,22,12,29,16,23,4,0
18,11,29,11,24,25,13,11,23,20,21,1,23,4,29,22,21,28,20,10,1,1,7,16,11,15,11,15,17,5,9,4,20,8,25,0,25,14,23,9
29,23,4,7,10,6,13,5,5,12,24,14,1,22,28,14,17,27,10,9,15,4,27,19,14,11,26,8,9,28,5,12,24,9,0,23,22,3,0,23
18,29,19,16,25,22,8,8,21,25,17,16,12,0,2,4,8,26,1,9,3,20,9,29,24,3,27,12,9,26,7,13,18,14,18,3,18,5,13,8
8,0,0,18,14,22,12,28,20,28,22,18,16,6,27,0,22,0,4,25,20,17,1,28,10,22,23,14,26,21,19,18,11,21,13,6,15,26,16,16
24,15,4,22,26,10,7,20,29,2,13,11,28,16,26,28,17,21,15,29,14,27,19,11,21,4,19,5,15,3,7,16,25,10,19,5,17,7,7,13
